titulo,url,data,adicoes,delecoes,tags
chore(deps): bump the uv group across 20 directories with 3 updates,https://github.com/langchain-ai/langchain/pull/34941,2026-02-01,1494,1427,"integration, core, langchain, infra, text-splitters, dependencies, langchain-classic, model-profiles, anthropic, chroma"
chore: upgrade urllib3 to 2.6.3,https://github.com/langchain-ai/langchain/pull/34940,2026-01-31,333,4887,"integration, core, langchain, standard-tests, infra, text-splitters, dependencies, langchain-classic, model-profiles, anthropic"
fix(core): `yield_blobs` returns `Iterator`,https://github.com/langchain-ai/langchain/pull/34935,2026-01-30,4,4,"core, fix, internal"
fix(core): replace `Iterable` with `Iterator` for block iteration,https://github.com/langchain-ai/langchain/pull/34934,2026-01-30,11,11,"core, fix, internal"
fix(core): allow base model annotations for empty model,https://github.com/langchain-ai/langchain/pull/34932,2026-02-01,10,1,"core, fix"
fix(core): raise outputparserexception for unknown tools,https://github.com/langchain-ai/langchain/pull/34923,2026-01-30,40,1,"core, fix, external"
fix(xai): Live search deprecation,https://github.com/langchain-ai/langchain/pull/34919,2026-01-30,26,37,"integration, fix, xai, external"
docs(core): nit,https://github.com/langchain-ai/langchain/pull/34914,2026-01-28,1,1,"documentation, core, internal"
feat(infra): related issues for bug report template,https://github.com/langchain-ai/langchain/pull/34913,2026-01-28,10,0,"feature, internal"
docs: Fix typo in Runnable description of async variants,https://github.com/langchain-ai/langchain/pull/34905,2026-01-30,1,1,"documentation, core, external"
refactor: replace print with logger.info in llm_summarization_checker,https://github.com/langchain-ai/langchain/pull/34903,2026-01-30,3,1,"refactor, langchain-classic, external"
docs: add CONTRIBUTING.md pointing to online guide,https://github.com/langchain-ai/langchain/pull/34901,2026-01-30,15,0,"documentation, external"
test(core): add tests for approximate token counting with multimodal messages,https://github.com/langchain-ai/langchain/pull/34898,2026-01-30,84,0,"core, tests, external"
chore(core): nits,https://github.com/langchain-ai/langchain/pull/34897,2026-01-27,5,4,"core, infra, internal"
feat(langchain): add `ToolCallRequest` to middleware exports,https://github.com/langchain-ai/langchain/pull/34894,2026-01-26,2,0,"langchain, feature, internal"
chore(deps): bump actions/create-github-app-token from 1 to 2,https://github.com/langchain-ai/langchain/pull/34886,2026-01-26,1,1,"infra, dependencies, github_actions, external"
feat(core): add multimodal support to count_tokens_approximately,https://github.com/langchain-ai/langchain/pull/34883,2026-01-26,97,7,"core, feature, external"
chore(infra): re-enable tests on prior published packages on core release,https://github.com/langchain-ai/langchain/pull/34881,2026-01-26,2,3,"infra, github_actions, internal"
release(xai): 1.2.2,https://github.com/langchain-ai/langchain/pull/34880,2026-01-26,18,18,"integration, release, dependencies, xai"
fix(core): fix typo 'use a a' -> 'use as a' in check_version.py,https://github.com/langchain-ai/langchain/pull/34878,2026-01-26,1,1,"core, fix"
fix(core): fix nested mustache variable extraction and update docs,https://github.com/langchain-ai/langchain/pull/34872,2026-02-01,11,2,"core, fix, external"
fix: reuse ToolStrategy in agent factory to prevent name mismatch,https://github.com/langchain-ai/langchain/pull/34871,2026-02-01,38,1,"langchain, fix"
fix(xai): fix routing of chat completions vs. responses apis during streaming,https://github.com/langchain-ai/langchain/pull/34868,2026-01-26,22,2,"integration, dependencies, fix, xai, external"
fix(langchain): blocking unit test,https://github.com/langchain-ai/langchain/pull/34866,2026-01-24,3,1,"langchain, fix"
style(text-splitters): lint,https://github.com/langchain-ai/langchain/pull/34865,2026-01-24,127,100,"text-splitters, linting, internal"
style(model-profiles): lint,https://github.com/langchain-ai/langchain/pull/34864,2026-01-24,7,7,"model-profiles, linting, internal"
style(langchain): lint,https://github.com/langchain-ai/langchain/pull/34863,2026-01-24,63,42,"langchain, linting, internal"
style(core): lint,https://github.com/langchain-ai/langchain/pull/34862,2026-01-24,1334,1032,"core, linting, internal"
fix(core): google docstring parsing with no arguments/reserved arguments,https://github.com/langchain-ai/langchain/pull/34861,2026-01-31,24,2,"core, fix, external"
docs(core): clarify @tool decorator argument and return type requirements,https://github.com/langchain-ai/langchain/pull/34860,2026-02-01,4,5,"documentation, core, external"
docs: add Chat LangChain link and highlight Deep Agents,https://github.com/langchain-ai/langchain/pull/34858,2026-01-23,2,1,"documentation, internal"
fix(text-splitters): fix typo 'seperator' -> 'separator' in test docs…,https://github.com/langchain-ai/langchain/pull/34857,2026-01-23,1,1,"text-splitters, external"
fix(docs): remove extra asterisk from heading in AGENTS.md and CLAUDE.md,https://github.com/langchain-ai/langchain/pull/34856,2026-01-23,2,2,"fix, external"
chore: delete CLI,https://github.com/langchain-ai/langchain/pull/34855,2026-01-23,4,14635,"infra, dependencies, github_actions, cli"
release: langchain 1.2.7,https://github.com/langchain-ai/langchain/pull/34854,2026-01-23,3,3,"langchain, release, dependencies, internal"
fix(docs): broken link in AGENTS.md and CLAUDE.md,https://github.com/langchain-ai/langchain/pull/34852,2026-01-23,2,2,"fix, external"
docs: add example to create_message function docstring,https://github.com/langchain-ai/langchain/pull/34851,2026-02-01,10,0,"documentation, core, external"
chore: Update outdated GitHub Actions versions,https://github.com/langchain-ai/langchain/pull/34850,2026-01-23,5,5,"infra, github_actions, external"
fix(deepseek): Tool Choice to `required` for Azure Deployment in case specific function dict is given,https://github.com/langchain-ai/langchain/pull/34848,2026-02-20,127,0,"integration, fix, deepseek, external"
chore: update commit standards to enforce lowercase titles and required scopes,https://github.com/langchain-ai/langchain/pull/34847,2026-01-22,25,3,"infra, github_actions, internal"
feat(groq): support lc image types,https://github.com/langchain-ai/langchain/pull/34845,2026-02-01,93,8,"integration, feature, groq, external"
fix(docs): fix typos in PR template,https://github.com/langchain-ai/langchain/pull/34844,2026-01-22,2,2,"fix, external"
feat: dynamic tool registration via middleware,https://github.com/langchain-ai/langchain/pull/34842,2026-01-23,475,40,"langchain, dependencies, feature, internal"
docs: add usage examples to core classes,https://github.com/langchain-ai/langchain/pull/34841,2026-02-01,57,2,"documentation, core, external"
docs: add missing module-level docstrings to partner integrations,https://github.com/langchain-ai/langchain/pull/34838,2026-01-22,12,0,"documentation, integration, fireworks, huggingface, mistralai, perplexity, prompty, qdrant, external"
fix(langchain): strip trailing whitespace from the summarization prompt,https://github.com/langchain-ai/langchain/pull/34835,2026-01-21,2,2,"langchain, fix, internal"
fix(langchain): improve grammar in `SummarizationMiddleware` system prompt,https://github.com/langchain-ai/langchain/pull/34834,2026-01-21,1,1,"langchain, fix, internal"
chore(core): relax packaging constraints,https://github.com/langchain-ai/langchain/pull/34832,2026-01-21,3,3,"core, infra, dependencies, internal"
chore(deps-dev): bump setuptools from 67.8.0 to 78.1.1 in /libs/core in the uv group across 1 directory,https://github.com/langchain-ai/langchain/pull/34825,2026-01-21,5,5,"ignore-lint-pr-title, core, infra, dependencies, python:uv, external"
feat(infra): org membership checker,https://github.com/langchain-ai/langchain/pull/34822,2026-01-20,148,0,"github_actions, feature, internal"
test(fireworks): fix model name,https://github.com/langchain-ai/langchain/pull/34819,2026-01-20,4,4,"integration, tests, fireworks, internal"
fix(langchain): avoid UnboundLocalError when no AIMessage exists,https://github.com/langchain-ai/langchain/pull/34816,2026-02-03,135,14,"langchain, fix, external"
feat(core): add XML format option for `get_buffer_string`,https://github.com/langchain-ai/langchain/pull/34802,2026-01-22,1229,11,"core, feature, external"
fix(langchain): fix typo 'safegaurd' -> 'safeguard',https://github.com/langchain-ai/langchain/pull/34789,2026-01-23,1,1,"fix, langchain-classic, external"
docs(langchain): nit,https://github.com/langchain-ai/langchain/pull/34788,2026-01-17,3,2,"documentation, langchain, internal"
chore(deps): bump langgraph-checkpoint from 2.1.2 to 3.0.0 in /libs/cli in the uv group across 1 directory,https://github.com/langchain-ai/langchain/pull/34787,2026-01-17,18,18,"infra, dependencies, cli, langchain-classic, python:uv, external"
chore(deps): bump the uv group across 5 directories with 5 updates,https://github.com/langchain-ai/langchain/pull/34785,2026-01-17,173,114,"integration, langchain, infra, dependencies, cli, langchain-classic, model-profiles, chroma, python:uv, external"
"fix(infra): block release on `deepagents` tests failure, bound min version for testing",https://github.com/langchain-ai/langchain/pull/34784,2026-01-16,19,2,"github_actions, fix, internal"
"chore(core, langchain): add version consistency check pre-commit hooks",https://github.com/langchain-ai/langchain/pull/34782,2026-01-16,152,2,"core, langchain, infra, internal"
release(langchain): 1.2.6,https://github.com/langchain-ai/langchain/pull/34781,2026-01-16,4,9,"langchain, release, dependencies, internal"
feat(infra): test against `deepagents`,https://github.com/langchain-ai/langchain/pull/34779,2026-01-16,112,0,"github_actions, feature, internal"
refactor(infra): `integration_tests.yml`,https://github.com/langchain-ai/langchain/pull/34778,2026-01-16,42,19,"github_actions, refactor, internal"
test(langchain): use blockbuster to detect blocking calls in the async event loop,https://github.com/langchain-ai/langchain/pull/34777,2026-01-23,31,2,"langchain, dependencies, tests, external"
chore(infra): add warning for function signature changes to agent files,https://github.com/langchain-ai/langchain/pull/34776,2026-01-16,2,0,"infra, internal"
fix(langchain): `SummarizationMiddleware` signature mismatch & config invocation,https://github.com/langchain-ai/langchain/pull/34775,2026-01-16,4,30,"langchain, fix, internal"
chore(deps): bump the uv group across 8 directories with 6 updates,https://github.com/langchain-ai/langchain/pull/34773,2026-01-16,494,392,"integration, langchain, infra, text-splitters, dependencies, fireworks, huggingface, mistralai, openai, qdrant"
release(langchain): 1.2.5,https://github.com/langchain-ai/langchain/pull/34772,2026-01-16,5,5,"langchain, release, dependencies, internal"
chore: add tests for agent name metadata when streaming,https://github.com/langchain-ai/langchain/pull/34764,2026-01-15,117,3,"langchain, infra, internal"
fix(langchain): add metadata configuration to summarization model invocation,https://github.com/langchain-ai/langchain/pull/34763,2026-01-15,114,6,"langchain, fix, internal"
fix(infra): remove `edited` from PR labeler triggers,https://github.com/langchain-ai/langchain/pull/34760,2026-01-15,1,1,"github_actions, fix, internal"
fix(infra): remove file based label conflicts,https://github.com/langchain-ai/langchain/pull/34759,2026-01-15,0,19,"fix, internal"
chore: refine issue templates,https://github.com/langchain-ai/langchain/pull/34758,2026-01-15,6,6,"infra, internal"
docs(core): enhance docstring for `RunnableConfig` for clarity on `total=False`,https://github.com/langchain-ai/langchain/pull/34756,2026-01-14,20,3,"documentation, core, internal"
release: langchain 1.2.4,https://github.com/langchain-ai/langchain/pull/34755,2026-01-14,3,3,"langchain, release, dependencies, internal"
feat(langchain): update summarization prompt,https://github.com/langchain-ai/langchain/pull/34754,2026-01-15,17,2,"langchain, feature, internal"
chore(langchain): add agent name metadata,https://github.com/langchain-ai/langchain/pull/34743,2026-01-14,6,2,"langchain, infra, internal"
chore(deps): bump the uv group across 3 directories with 1 update,https://github.com/langchain-ai/langchain/pull/34741,2026-01-13,44,44,"integration, infra, text-splitters, dependencies, langchain-classic, chroma, python:uv, external"
chore(docs): redirect stuff,https://github.com/langchain-ai/langchain/pull/34740,2026-01-13,1,1,"infra, internal"
docs(core): clean up callbacks param descriptions,https://github.com/langchain-ai/langchain/pull/34738,2026-01-13,89,88,"documentation, core, internal"
chore: update twitter URLs,https://github.com/langchain-ai/langchain/pull/34736,2026-01-13,45,45,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, cli, langchain-classic"
release(core): 0.3.83,https://github.com/langchain-ai/langchain/pull/34733,2026-01-13,2,2,"core, release, dependencies, internal"
"feat(core,langchain,text-splitters): (v0.3) use uuid7 for run ids",https://github.com/langchain-ai/langchain/pull/34732,2026-01-13,256,23,"core, langchain, text-splitters, dependencies, feature, langchain-classic, internal"
fix(core): preserve index and timestamp fields when merging,https://github.com/langchain-ai/langchain/pull/34731,2026-02-17,20,1,"core, fix, internal"
fix(core): correctly guard against non-text-block types,https://github.com/langchain-ai/langchain/pull/34729,2026-01-13,6,4,"core, fix, internal"
"chore: add tests for private state attr use (really, lack thereof)",https://github.com/langchain-ai/langchain/pull/34725,2026-01-12,63,2,"langchain, infra, internal"
fix(infra): improve package section extraction regex in auto-labeling,https://github.com/langchain-ai/langchain/pull/34724,2026-01-12,2,2,"infra, github_actions, fix, internal"
fix(infra): exclude `.ambr` files from trailing whitespace check,https://github.com/langchain-ai/langchain/pull/34723,2026-01-12,1,0,"fix, internal"
fix(core): add explicit `tags` parameter to sync `LLMManagerMixin` methods,https://github.com/langchain-ai/langchain/pull/34722,2026-01-13,6,0,"core, fix, external"
docs(core): enhance docstrings for `ToolCall` and `ToolCallChunk`,https://github.com/langchain-ai/langchain/pull/34719,2026-01-12,142,44,"documentation, core, internal"
docs(langchain): clarify model ID usage for reliable behavior,https://github.com/langchain-ai/langchain/pull/34718,2026-01-12,3,0,"documentation, langchain, internal"
refactor(core): generalize `comma_list` utility to support any `Iterable`,https://github.com/langchain-ai/langchain/pull/34714,2026-01-13,27,3,"core, refactor, external"
docs: Fix TODO in Ollama compatibility docstring,https://github.com/langchain-ai/langchain/pull/34713,2026-01-12,1,1,"documentation, integration, ollama, external"
test(langchain): delete ontotext graphdb test,https://github.com/langchain-ai/langchain/pull/34710,2026-01-13,0,424,"tests, langchain-classic, external"
feat(standard-tests): ensure final chunk has `chunk_position='last'`,https://github.com/langchain-ai/langchain/pull/34704,2026-01-13,37,6,"standard-tests, internal"
fix(standard-tests): add type ignore,https://github.com/langchain-ai/langchain/pull/34696,2026-01-10,72,70,"standard-tests, fix, internal"
chore(core): bump lock,https://github.com/langchain-ai/langchain/pull/34695,2026-01-10,2,2,"core, infra, internal"
fix(langchain): tag messages generated from summarization,https://github.com/langchain-ai/langchain/pull/34693,2026-01-12,5,1,"langchain, fix, internal"
feat(langchain): add `state` to `_ModelRequestOverrides`,https://github.com/langchain-ai/langchain/pull/34692,2026-01-09,2,0,"langchain, feature, internal"
chore: ban relative imports on all packages,https://github.com/langchain-ai/langchain/pull/34691,2026-01-09,199,64,"integration, infra, text-splitters, dependencies, cli, langchain-classic, model-profiles, anthropic, chroma, deepseek"
release(core): 0.3.82,https://github.com/langchain-ai/langchain/pull/34688,2026-01-09,2,2,"core, release, dependencies, internal"
fix(core): defer persisting traces for iterator inputs,https://github.com/langchain-ai/langchain/pull/34687,2026-01-09,241,4,"core, fix, internal"
feat(core): add `usage_metadata` to metadata in `LangChainTracer`,https://github.com/langchain-ai/langchain/pull/34686,2026-01-09,248,3,"core, internal"
fix: disable int tests on release temporarily,https://github.com/langchain-ai/langchain/pull/34685,2026-01-09,3,2,"infra, github_actions, fix, internal"
fix: rm anth test,https://github.com/langchain-ai/langchain/pull/34684,2026-01-09,1,1,"infra, github_actions, internal"
fix(core): improve error message for missing title in JSON schema functions,https://github.com/langchain-ai/langchain/pull/34683,2026-01-10,39,1,"core, fix, external"
chore(openai): delete outdated test,https://github.com/langchain-ai/langchain/pull/34682,2026-01-09,1,49,"integration, infra, openai, internal"
chore: dropping openai from release matrix,https://github.com/langchain-ai/langchain/pull/34681,2026-01-09,1,1,"infra, github_actions, internal"
fix: remove relative imports,https://github.com/langchain-ai/langchain/pull/34680,2026-01-09,62,59,"integration, core, langchain, standard-tests, dependencies, fix, prompty, internal"
"fix(langchain,langchain-classic): more descriptive error msg when dep is not installed",https://github.com/langchain-ai/langchain/pull/34679,2026-01-09,36,31,"langchain, infra, github_actions, langchain-classic, internal"
release: langchain-core 1.2.7,https://github.com/langchain-ai/langchain/pull/34678,2026-01-09,4,4,"core, release, dependencies, internal"
fix: add test confirming we don't inject args based on `args_schema` alone,https://github.com/langchain-ai/langchain/pull/34677,2026-01-09,61,0,"core, langchain, fix, internal"
style(core): fix some noqa escapes,https://github.com/langchain-ai/langchain/pull/34675,2026-01-09,286,149,"core, linting, external"
style: bump ruff version to 0.14.11,https://github.com/langchain-ai/langchain/pull/34674,2026-01-09,160,166,"core, langchain, standard-tests, text-splitters, dependencies, cli, langchain-classic, linting, external"
fix(langchain): infer provider from mixed-case prefixes,https://github.com/langchain-ai/langchain/pull/34672,2026-01-09,5,2,"langchain, fix, external"
fix: don't trace injected args only found in signature,https://github.com/langchain-ai/langchain/pull/34670,2026-01-09,109,0,"core, fix, internal"
release(langchain): 1.2.3,https://github.com/langchain-ai/langchain/pull/34668,2026-01-08,2,2,"langchain, release, dependencies, internal"
style(text-splitters): fix some ruff preview rules,https://github.com/langchain-ai/langchain/pull/34665,2026-01-09,243,37,"text-splitters, linting, external"
style(langchain): fix some ruff preview rules,https://github.com/langchain-ai/langchain/pull/34663,2026-01-09,364,59,"langchain, linting, external"
fix(core): make `yield_keys` prefix keyword-only to match `BaseStore`,https://github.com/langchain-ai/langchain/pull/34659,2026-01-10,6,6,"core, fix, langchain-classic, external"
test(langchain): cover chat model provider inference,https://github.com/langchain-ai/langchain/pull/34657,2026-01-08,29,1,"langchain, tests, external"
chore(langchain): fix types in `test_summarization`,https://github.com/langchain-ai/langchain/pull/34656,2026-01-09,232,111,"langchain, infra, dependencies, typing, external"
fix(langchain): fix copy-paste error on azure_openai embedding provider map,https://github.com/langchain-ai/langchain/pull/34655,2026-01-08,1,1,"langchain, fix, external"
fix(langchain): add test to verify version,https://github.com/langchain-ai/langchain/pull/34644,2026-01-07,28,1,"langchain, fix, internal"
release(langchain): release 1.2.2,https://github.com/langchain-ai/langchain/pull/34643,2026-01-07,3,3,"langchain, release, dependencies, internal"
test(core): add edge case for empty examples in LengthBasedExampleSelector,https://github.com/langchain-ai/langchain/pull/34641,2026-01-07,15,0,"core, tests, external"
release(openai): 1.1.7,https://github.com/langchain-ai/langchain/pull/34640,2026-01-07,12,12,"integration, release, dependencies, openai, internal"
fix(langchain): handle parallel usage of the todo tool in planning middleware,https://github.com/langchain-ai/langchain/pull/34637,2026-01-07,360,6,"langchain, fix, internal"
"chore(langchain): fix types in `memory_assert`, `conftest`, `conftest_checkpointer` and `conftest_store`",https://github.com/langchain-ai/langchain/pull/34636,2026-01-09,41,28,"langchain, infra, typing, external"
chore(langchain): fix types in `test_overrides`,https://github.com/langchain-ai/langchain/pull/34635,2026-01-09,130,61,"langchain, infra, typing, external"
chore(langchain): fix types in `test_system_message`,https://github.com/langchain-ai/langchain/pull/34634,2026-01-09,138,86,"langchain, infra, typing, external"
refactor(langchain): engage summarization based on reported `usage_metadata`,https://github.com/langchain-ai/langchain/pull/34632,2026-01-08,105,0,"langchain, internal"
test(langchain): types in `test_tool_call_limit` and `test_model_retry`,https://github.com/langchain-ai/langchain/pull/34629,2026-02-05,142,113,"langchain, tests, typing, external"
test(text-splitters): add edge case tests for CharacterTextSplitter,https://github.com/langchain-ai/langchain/pull/34628,2026-01-07,37,0,"text-splitters, tests, external"
release(langchain): 1.2.1,https://github.com/langchain-ai/langchain/pull/34622,2026-01-07,2,2,"langchain, release, dependencies, internal"
refactor(core): add warning for fallback GPT-2 tokenizer usage,https://github.com/langchain-ai/langchain/pull/34621,2026-01-07,19,4,"core, refactor, internal"
chore(groq): document vision support,https://github.com/langchain-ai/langchain/pull/34620,2026-01-07,24,0,"integration, infra, groq, external"
fix(openai): raise proper exception `OpenAIRefusalError` on structured output refusal,https://github.com/langchain-ai/langchain/pull/34619,2026-01-07,38,3,"integration, fix, openai, external"
chore(langchain): add admonition around redaction_rules,https://github.com/langchain-ai/langchain/pull/34618,2026-01-06,6,0,"langchain, infra, internal"
chore(langchain): fix types in test_pii,https://github.com/langchain-ai/langchain/pull/34617,2026-01-06,130,119,"langchain, infra, external"
chore(langchain): fix types in test_model_fallback,https://github.com/langchain-ai/langchain/pull/34615,2026-01-06,86,19,"langchain, infra, dependencies, external"
fix(langchain): keep tool call / `AIMessage` pairings when summarizing,https://github.com/langchain-ai/langchain/pull/34609,2026-01-08,124,32,"core, langchain, fix, internal"
fix(langchain): correct typo 'langchain experiment' to 'langchain_experimental' in error messages,https://github.com/langchain-ai/langchain/pull/34608,2026-01-05,18,18,"langchain-classic, external"
fix(langchain): use `get_buffer_string` for message summarization,https://github.com/langchain-ai/langchain/pull/34607,2026-01-07,88,12,"core, langchain, fix, internal"
fix(anthropic): fix version,https://github.com/langchain-ai/langchain/pull/34606,2026-01-05,2,2,"integration, dependencies, fix, anthropic, internal"
release(anthropic): 1.3.1,https://github.com/langchain-ai/langchain/pull/34605,2026-01-05,12,12,"integration, dependencies, anthropic, internal"
release(xai): 1.2.1,https://github.com/langchain-ai/langchain/pull/34604,2026-01-05,4,4,"integration, release, dependencies, xai, internal"
fix(xai): count reasoning tokens in output total,https://github.com/langchain-ai/langchain/pull/34603,2026-01-05,46,0,"integration, fix, xai, internal"
chore(langchain): fix types in test_file_search and test_human_in_the_loop,https://github.com/langchain-ai/langchain/pull/34602,2026-01-05,110,65,"langchain, infra, typing, external"
chore(langchain): fix types in test_model_call_limit_types,https://github.com/langchain-ai/langchain/pull/34601,2026-01-05,20,19,"langchain, infra, typing, external"
chore(langchain): fix types in test_wrap_tool_call,https://github.com/langchain-ai/langchain/pull/34600,2026-01-05,90,30,"langchain, infra, typing, external"
fix(core): fix strict schema generation for functions with optional args,https://github.com/langchain-ai/langchain/pull/34599,2026-01-07,18,6,"core, fix, external"
docs: add LangChain Academy link to Additional resources,https://github.com/langchain-ai/langchain/pull/34597,2026-01-05,1,0,"documentation, external"
chore(langchain): fix types in `test_tools`,https://github.com/langchain-ai/langchain/pull/34592,2026-01-09,65,28,"langchain, infra, dependencies, typing, external"
chore(langchain): fix types in test_diagram and test_sync_async_wrappers,https://github.com/langchain-ai/langchain/pull/34591,2026-01-05,105,39,"langchain, infra, typing, external"
refactor(core): select chunk_id via ranking and remove extra allocation,https://github.com/langchain-ai/langchain/pull/34588,2026-01-05,19,19,"core, refactor, external"
fix(text-splitters): HTMLSemanticPreservingSplitter nested preserved …,https://github.com/langchain-ai/langchain/pull/34587,2026-01-05,128,26,"text-splitters, fix, external"
release(core): 1.2.6,https://github.com/langchain-ai/langchain/pull/34586,2026-01-02,4,4,"core, dependencies, internal"
chore(langchain): fix types in test_decorators,https://github.com/langchain-ai/langchain/pull/34583,2026-01-05,125,60,"langchain, typing, external"
fix(core): exclude injected args from tool schema,https://github.com/langchain-ai/langchain/pull/34582,2026-01-05,7,2,"core, langchain, fix, external"
chore(langchain): fix types in test_composition,https://github.com/langchain-ai/langchain/pull/34580,2026-01-05,68,29,"langchain, infra, typing, external"
fix(anthropic): skip cache_control for code_execution blocks,https://github.com/langchain-ai/langchain/pull/34579,2026-01-05,291,11,"integration, fix, anthropic, external"
"chore(langchain): fix types in `test_context_editing`, `test_agent_name`, `test_response_format_integration`",https://github.com/langchain-ai/langchain/pull/34574,2026-01-10,53,34,"langchain, infra, typing, external"
chore(langchain): fix types in test_wrap_model_call,https://github.com/langchain-ai/langchain/pull/34573,2026-01-07,418,89,"langchain, infra, typing, external"
chore(langchain): remove generic from `FakeToolCallingModel`,https://github.com/langchain-ai/langchain/pull/34572,2026-01-10,20,18,"langchain, infra, typing, external"
chore(langchain): fix types in `test_response_format` and `test_state_schema`,https://github.com/langchain-ai/langchain/pull/34571,2026-01-10,33,23,"langchain, infra, typing, external"
feat(core): support custom message separator in get_buffer_string(),https://github.com/langchain-ai/langchain/pull/34569,2026-01-07,14,2,"core, feature, external"
"chore(langchain): fix types in `test_injected_runtime_create_agent`, `test_create_agent_tool_validation`",https://github.com/langchain-ai/langchain/pull/34568,2026-01-10,23,22,"langchain, infra, typing, external"
chore(langchain): fix types in `test_framework`,https://github.com/langchain-ai/langchain/pull/34567,2026-01-09,127,112,"langchain, infra, typing, external"
"fix(langchain): activate `test_return_direct_spec` tests, fix types",https://github.com/langchain-ai/langchain/pull/34565,2026-01-10,20,9,"langchain, dependencies, fix, external"
test(langchain): activate `test_responses_spec` tests,https://github.com/langchain-ai/langchain/pull/34564,2026-01-09,34,13,"langchain, dependencies, tests, external"
fix(anthropic): CVE-2025-68664,https://github.com/langchain-ai/langchain/pull/34563,2026-01-05,1,1,"integration, dependencies, fix, anthropic, external"
test(langchain): complete and activate `test_responses` tests,https://github.com/langchain-ai/langchain/pull/34560,2026-01-10,166,36,"langchain, dependencies, tests, external"
style(langchain): add ruff rule PLC0415,https://github.com/langchain-ai/langchain/pull/34559,2026-01-04,0,1,"langchain, dependencies, external"
fix(xai): ensure citations are streamed just once,https://github.com/langchain-ai/langchain/pull/34556,2025-12-31,1,0,"integration, fix, xai, internal"
release(xai): 1.2.0,https://github.com/langchain-ai/langchain/pull/34555,2025-12-31,9,9,"integration, release, dependencies, xai, internal"
fix(langchain): activate mypy warn-unreachable,https://github.com/langchain-ai/langchain/pull/34553,2026-01-10,37,45,"langchain, dependencies, fix, typing, external"
feat(core): add more file extensions to ignore in HTML link extraction,https://github.com/langchain-ai/langchain/pull/34552,2026-01-08,6,0,"core, feature, external"
chore(langchain): improve `ignore_missing_imports` config,https://github.com/langchain-ai/langchain/pull/34551,2026-01-10,4,1,"langchain, infra, dependencies, typing, external"
refactor(core): improve docstrings for HTML link extraction utilities,https://github.com/langchain-ai/langchain/pull/34550,2026-01-08,2,2,"core, refactor, external"
chore(langchain): activate `mypy warn_return_any` rule,https://github.com/langchain-ai/langchain/pull/34549,2026-01-10,135,125,"langchain, infra, dependencies, typing, external"
docs(core): refresh `content.py` docstrings,https://github.com/langchain-ai/langchain/pull/34546,2025-12-31,198,134,"documentation, core, internal"
chore(deps): Update outdated GitHub Actions versions,https://github.com/langchain-ai/langchain/pull/34544,2025-12-31,1,1,"infra, github_actions, external"
chore(core): Update LangChainTracer to use Pydantic v2 methods,https://github.com/langchain-ai/langchain/pull/34541,2026-01-02,266,128,"core, infra, dependencies, internal"
chore(core): improve types for `StreamingRunnable`,https://github.com/langchain-ai/langchain/pull/34540,2026-01-10,12,12,"core, infra, typing, external"
chore(core): improve types for `RunnableLambda`,https://github.com/langchain-ai/langchain/pull/34539,2026-01-10,222,112,"core, infra, typing, external"
fix(langchain): resolve race condition in `ShellSession.execute()`,https://github.com/langchain-ai/langchain/pull/34535,2025-12-30,82,3,"langchain, fix, internal"
fix(infra): use `langchain_v1` for dev container deps,https://github.com/langchain-ai/langchain/pull/34534,2025-12-30,8,6,"langchain, fix, langchain-classic, internal"
feat(infra): add `.dockerignore` for codespaces,https://github.com/langchain-ai/langchain/pull/34533,2025-12-29,34,0,"feature, internal"
docs(standard-tests): remove autodoc comment,https://github.com/langchain-ai/langchain/pull/34532,2025-12-29,1,1,"documentation, standard-tests, internal"
fix(xai): stream usage metadata by default,https://github.com/langchain-ai/langchain/pull/34531,2025-12-31,16,3,"integration, xai, internal"
docs(core): add docstrings to internal helper functions,https://github.com/langchain-ai/langchain/pull/34525,2025-12-31,128,1,"documentation, core, external"
fix: typo: saved the world  'wether' -> 'whether',https://github.com/langchain-ai/langchain/pull/34524,2025-12-29,1,1,"integration, fix, mistralai, external"
chore(langchain-classic): bump markupsafe lock for python 3.14,https://github.com/langchain-ai/langchain/pull/34523,2025-12-29,83,56,"infra, langchain-classic, external"
chore(text-splitters): bump dependency locks for python 3.14,https://github.com/langchain-ai/langchain/pull/34522,2025-12-29,554,556,"infra, text-splitters, dependencies, external"
chore(deps): bump mypy to v1.19 and ruff to v1.14,https://github.com/langchain-ai/langchain/pull/34521,2025-12-30,832,385,"core, langchain, standard-tests, infra, text-splitters, dependencies, cli, langchain-classic, external"
feat(infra): add more pre-commit hooks,https://github.com/langchain-ai/langchain/pull/34519,2025-12-29,19,0,"feature, internal"
fix(docs): correct Code of Conduct link in README,https://github.com/langchain-ai/langchain/pull/34518,2025-12-29,1,1,"documentation, fix, external"
test(core): add tests for formatting utils and merge functions,https://github.com/langchain-ai/langchain/pull/34511,2026-01-05,281,23,"core, tests, external"
release(standard-tests): 1.1.2,https://github.com/langchain-ai/langchain/pull/34507,2025-12-27,3,3,"standard-tests, release, dependencies, internal"
style(langchain): fix some ruff preview rules,https://github.com/langchain-ai/langchain/pull/34504,2025-12-27,49,30,"langchain, linting, external"
"chore(langchain): fix types in `test_todo`, `test_tool_retry`",https://github.com/langchain-ai/langchain/pull/34503,2026-01-10,29,17,"langchain, infra, typing, external"
